Name,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12,Phone Number,Website2
hull,Hull,Hull,,"Dublin, Ohio",,"Biomass,Renewable Energy,Solar,Wind energy","US-based company that develop renewable energy projects using solar, biomass, landfill gas, and wind energy technologies.",,,Dublin, Ohio,,,NA,NA
"icon solar power, llc","Icon Solar Power, LLC","Icon Solar Power, LLC",862 East Crescentville Rd.,"Cincinnati, Ohio",45246,"Geothermal energy,Solar",,http://www.iconsolarpower.com,,Cincinnati, Ohio,,,513-396-7777,www.iconsolarpower.com 
illinois institute for rural affairs,Illinois Institute for Rural Affairs,Illinois Institute for Rural Affairs,,"Macomb, Illinois,United States",61455,"Bioenergy,Biofuels,Efficiency,Renewable Energy,Services,Solar,Wind energy",,http://www.iira.org,,Macomb, Illinois,United States,,(309)298-2237,www.iira.org 
imaginesolar,ImagineSolar,ImagineSolar,4000 Caven Road,"Austin, Texas",78744,"Renewable Energy,Services,Solar","Solar training courses, Solar installation training, Online solar classes, Workforce training, Corporate consulting - Solar projects, Solar sales, Solar marketing, Solar business development, Solar policy, Solar advocacy, Solar government relations",http://imaginesolar.com/,Texas Area,Austin, Texas,,,(512) 443-5725,NA
imaginit,ImaginIt,ImaginIt,,"Denver, Colorado",CO 80202,Solar,"Provider of building-integrated solar PV systems, which can include monitoring systems.",,,Denver, Colorado,,,NA,NA
independent energy solutions,Independent Energy Solutions,Independent Energy Solutions,1090 Joshua Way,"Vista, California",92081,Solar,"Renewable energy development, engineering and construction firm",http://www.indenergysolutions.com/,Southern CA Area,Vista, California,,,NA,www.indenergysolutions.com/ 
infinia corporation formerly stirling technology company,Infinia Corporation formerly Stirling Technology Company,Infinia Corporation formerly Stirling Technology Company,,"Kennewick, Washington State",99336,"Biomass,Solar","Developer and manufacturer of a Stirling engine system, which it uses for biomass CHP systems, residential gas-fired CHP systems and for parabolic dish solar thermal electricity generation systems (STEGS).",,,Kennewick, Washington State,,,,
inica inc,Inica Inc,Inica Inc,,"Wheat Ridge, Colorado",,Solar,Holding company for incubator ITN Energy Systems and various companies which it has spun out in the fields of batteries and solar films.,,,Wheat Ridge, Colorado,,,NA,NA
inland empire utilities agency ieua,Inland Empire Utilities Agency IEUA,Inland Empire Utilities Agency IEUA,,"Chino, California",,"Renewable Energy,Services,Solar",Water utility that also offers renewable energy services through methane gas and solar generation.,,,Chino, California,,,,
inland energy inc,Inland Energy Inc,Inland Energy Inc,,"Newport Beach, California",92660,"Services,Solar","Providing consultancy services to the planning permission of the 500MW natural gas-fired combined cycle, plus 50MW solar thermal, Victorville 2 power plant.",,,Newport Beach, California,,,NA,NA
innergy power corporation inc,Innergy Power Corporation Inc,Innergy Power Corporation Inc,,"San Diego, California",92154,Solar,US manufacturer of rechargeable sealed-lead batteries and solar charger for off-grid use.,,,San Diego, California,,,NA,NA
innovative power systems,Innovative Power Systems,Innovative Power Systems,1413 Hunting Valley Road,"St. Paul, Minnesota",55108,Solar,solar and wind electric systems,http://www.ips-solar.com/Index.html,,St. Paul, Minnesota,,,612-623-3246,www.ips-solar.com/Index.html 
innovative systems engineering solar llc ise solar llc,Innovative Systems Engineering Solar LLC ISE Solar LLC,Innovative Systems Engineering Solar LLC ISE Solar LLC,,"Warminster, Pennsylvania",18974-1454,Solar,US-based manufacturer of vacuum deposition equipment for thin-film amorphous silicon products; offers management and operation of thin-film solar plants.,,,Warminster, Pennsylvania,,,,
inovateus solar,Inovateus Solar,Inovateus Solar,19890 State Line Rd.,"South Bend, Indiana",46637,Solar,Indiana-based PV systems integrator focusing on the commercial market. Inovateus also operates a string of dealerships distributing solar modules around the US.,,,South Bend, Indiana,,,NA,NA
inovateus solar llc,Inovateus Solar LLC,Inovateus Solar LLC,19890 State Line Rd.,"South Bend, Indiana",46637,Solar,,http://www.inovateussolar.com/,,South Bend, Indiana,,,574-485-1400,www.inovateussolar.com/ 
inovus,Inovus,Inovus,"3380 West Americana Terrace, Suite 230","Boise, Idaho,United States",83706,Solar,http://www.inovussolar.com/solar-street-lighting-products/,http://www.inovussolar.com,Pacific Northwest Area,Boise, Idaho,United States,,(208) 908-0627,www.inovussolar.com 
inpower systems,InPower Systems,InPower Systems,,"Carbondale, Colorado",81623,"Geothermal energy,Solar","InPower Systems designs, installs and maintains turn-key solar, solar thermal, geothermal and energy smart systems in homes and businesses in Colorado.",,,Carbondale, Colorado,,,NA,NA
inspiramental co.,Inspiramental Co.,Inspiramental Co.,9107 Coletown Lightsville Rd.,"Union City, Ohio",9107 Coletown Lightsville Rd.,"Buildings,Efficiency,Hydro,Services,Solar",Agriculture; Consulting;Energy audits/weatherization;Energy provider: energy transmission and distribution;Energy provider: power production; Installation; Maintenance and repair,http://www.inspiramental.com,,Union City, Ohio,,,937-239-3895,www.inspiramental.com 
integrated energy systems,Integrated Energy Systems,Integrated Energy Systems,747 N Main Street,"Orange, California",92868,Solar,EPC,http://ie-systems.net/,Southern CA Area,Orange, California,,,714-771-9098,NA
integrated power corp,Integrated Power Corp,Integrated Power Corp,,"Novato, California",94947,"Buildings,Services,Solar","Provides services in making buildings more reliant on clean energy, especially building-integrate PV systems and solar roofing modules.",,,Novato, California,,,,
intelisolar,InteliSolar,InteliSolar,5201 Great America Pkwy Ste 320,"Santa Clara, California",95054,"Efficiency,Renewable Energy,Services,Solar,Wind energy",Renewable Energy Systems using solar or wind energy,http://www.intelisolar.com,Bay Area,Santa Clara, California,,,,
interias solar energy,Interias Solar Energy,Interias Solar Energy,,Across the Us,,Solar,Solar Photovoltaics,https://www.interias.com,,Across the Us,,,,888-907-5667,www.interias.com 
international power girasolar joint company,International Power Girasolar joint company,International Power Girasolar joint company,,,,Solar,"Joint venture announced between US IPWG and Netherlands-headquartered Girasolar, to develop utility-scale solar projects.",,,,,,,,
international solar consulting,International Solar Consulting,International Solar Consulting,,"Newport Beach, California",92660,"Renewable Energy,Solar",International Solar Consulting works with large commercial and industrial customers to provide clean renewable solutions for their business.,,,Newport Beach, California,,,NA,NA
interphases research,InterPhases Research,InterPhases Research,,"Westlake Village, California",91361,Solar,US-based developer of copper indium selenide solar cells.,,,Westlake Village, California,,,NA,NA
inverters unlimited inc,Inverters Unlimited Inc,Inverters Unlimited Inc,,New York,12205,Solar,US-based manufacturer of solar inverters.,,,New York,,,,NA,NA
ips- industrial power systems,IPS- Industrial Power Systems,IPS- Industrial Power Systems,1650 Indianwood Circle,"Maumee, Ohio",43537,"Biofuels,Biomass,Buildings,Carbon,Efficiency,Hydro,Solar,Vehicles,Wind energy",Engineering/architectural/design;Installation; Maintenance and repair; Other:Construction,http://www.IPSContractor.com,,Maumee, Ohio,,,419-531-3121,www.IPSContractor.com 
iron edison battery company,Iron Edison Battery Company,Iron Edison Battery Company,,"Lakewood, Colorado",,"Bioenergy,Carbon,Efficiency,Hydro,Renewable Energy,Solar,Wind energy",Nickel Iron (Ni-Fe) battery systems,http://ironedison.com,Rockies Area,Lakewood, Colorado,,,202-681-4766,NA
isi solar,ISI Solar,ISI Solar,,"New City, New York",10956,Solar,US-based company that designs and installs solar power systems for residential and commercial clients.,,,New City, New York,,,NA,NA
iti solar,ITi Solar,ITi Solar,8401 Baseline Road,"Boulder, Colorado",80303,Solar,Developing thin-film solar that can be printed on an inkjet printer,http://www.itisolar.com/,Rockies Area,Boulder, Colorado,,,NA,www.itisolar.com/ 
jasper energy llc,Jasper Energy LLC,Jasper Energy LLC,,"Harrison, New York",10528,"Renewable Energy,Solar,Wind energy",,,,Harrison, New York,,,NA,NA
jennings the energy factory,Jennings The Energy Factory,Jennings The Energy Factory,1671 East Market Street,"Akron, Ohio",44305,"Efficiency,Geothermal energy,Renewable Energy,Solar",Consulting; Engineering/architectural/design;Installation; Maintenance and repair; Retail product sales and distribution,http://Jenningsheating.com%3Btheenergyfactory.com,,Akron, Ohio,,,330-784-1286,NA
jjr power,JJR Power,JJR Power,,"Excelsior, Minnesota",55331,"Solar,Wind energy",Engaged in solar and wind power financing and development.,,,Excelsior, Minnesota,,,NA,NA
johns manville,Johns Manville,Johns Manville,,"Denver, Colorado",80217-5108,Solar,"Colorado-based maker of insulation, mechanical insulation, commercial roofing, and roof insulation. The company has a subsidiary producing solar roofing and BIPV products.",,,Denver, Colorado,,,NA,NA
joulebox power,JouleBox Power,JouleBox Power,7247 Hayvenhurst Ave A-6,"Van Nuys, California,United States",91406,"Renewable Energy,Solar",JouleBox,http://www.jouleboxpower.com/,,Van Nuys, California,United States,,,
jp sercel associates inc,JP Sercel Associates Inc,JP Sercel Associates Inc,,"Manchester, New Hampshire",3102,Solar,US-based manufacturer of scribing machinese for the semiconductor and solar industries.,,,Manchester, New Hampshire,,,NA,NA
jx crystals inc,JX Crystals Inc,JX Crystals Inc,,"Issaquah, Washington State",98027,Solar,JX Crystals designs and manufactures thermophotovoltaic gallium-antimonide cells for solar applications.,,,Issaquah, Washington State,,,NA,NA
keahole solar power,Keahole Solar Power,Keahole Solar Power,,"Kona, Hawaii",,Solar,Hawaii-based solar thermal project developer which has partnered with equipment provider Sopogy to build projects in the Hawaiian islands.,,,Kona, Hawaii,,,NA,NA
kjc operating company,KJC Operating Company,KJC Operating Company,,"Boron, California",93516,Solar,"Developed solar thermal electricity generating plants, using Luz technology, in the Mojave Desert.",,,Boron, California,,,NA,NA
konarka technologies inc,Konarka Technologies Inc,Konarka Technologies Inc,116 John Street,"Lowell, Massachusetts",1852,Solar,Makes specialized photovoltaic materials used to collect solar energy,http://www.konarka.com/,Greater Boston Area,Lowell, Massachusetts,,,NA,www.konarka.com/ 
kosmo solar,Kosmo Solar,Kosmo Solar,,"Springfield, Massachusetts",1109,"Services,Solar","Kosmo Solar offers installation, repair, consulting, design and project management services for both solar energy and energy conservation projects.",,,Springfield, Massachusetts,,,NA,NA
kyocera solar inc formerly golden genesis co,Kyocera Solar Inc Formerly Golden Genesis Co,Kyocera Solar Inc Formerly Golden Genesis Co,,"Scottsdale, Arizona",AZ 85260,"Services,Solar","Kyocera Solar Inc a supplier of solar energy product and installation services, a wholly owned subsidiary of Kyocera International Inc.",,,Scottsdale, Arizona,,,,
l garde inc,L Garde Inc,L Garde Inc,,"Tustin, California",92780 6487,Solar,"Designs and manufactures inflatable space structural systems including antennae, relectors and solar arrays. Working on solar sail propulsion systems with NASA.",,,Tustin, California,,,NA,NA
lauren engineers amp constructors,Lauren Engineers amp Constructors,Lauren Engineers amp Constructors,,"Abilene, Texas",79602,Solar,"Engineering, procurement and construction contractor for fossil fuel power plants, and Nevada Solar One.",,,Abilene, Texas,,,,
lectrique solaire llc,Lectrique Solaire LLC,Lectrique Solaire LLC,,,,Solar,Designs and manufactures solar photovoltaic and thermal products.,,,,,,,NA,NA
legacy environmental solutions,Legacy Environmental Solutions,Legacy Environmental Solutions,"9878 Main St
Suite 105","Woodstock, Georgia",30188,"Services,Solar",AET and eShield Therma  Reflective Insulation,http://www.legacyenvironmentalsolutions.com,,Woodstock, Georgia,,,678-919-9236,www.legacyenvironmentalsolutio 
legend investment corp,Legend Investment Corp,Legend Investment Corp,,Michigan,48105,Solar,"Investment company, which acquired the PV business of GiraSolar in early 2006 and plans to change its name to GiraSolar.",,,Michigan,,,,NA,NA
lightbeam energy inc,LightBeam Energy Inc,LightBeam Energy Inc,,,,Solar,Developer of commercially viable solar energy technology projects.,,,,,,,,
lighthouse solar,Lighthouse Solar,Lighthouse Solar,3550 Frontier,"Boulder, Colorado",80301,Solar,Solar Panel Installers,http://www.lighthousesolar.com/,Rockies Area,Boulder, Colorado,,,303-638-4562,www.lighthousesolar.com/ 
lighthouse solar,Lighthouse Solar,Lighthouse Solar,3550 Frontier,"Boulder, Colorado",80301,Solar,Solar Panel Installers,http://www.lighthousesolar.com/,Rockies Area,Boulder, Colorado,,,NA,www.lighthousesolar.com/ 
lighthouse solar (texas),Lighthouse Solar (Texas),Lighthouse Solar (Texas),1011 North Lamar,"Austin, Texas",78703,Solar,PV and hot water installer,http://www.lighthousesolar.com/,Texas Area,Austin, Texas,,,,
lighthouse solar central valley,Lighthouse Solar Central Valley,Lighthouse Solar Central Valley,2135 McCall Ave.,"Selma, CA",93662,Solar,,http://www.lighthousesolar.com,,Selma, CA,,,(559) 260-0796,www.lighthousesolar.com 
lighthouse solar diablo valley,Lighthouse Solar Diablo Valley,Lighthouse Solar Diablo Valley,2420 Sand Creek Road - C1308,"Brentwood, California",94513,Solar,,http://www.lighthousesolar.com,,Brentwood, California,,,(925) 420-5121,www.lighthousesolar.com 
lighthouse solar honolulu hawaii,Lighthouse Solar Honolulu Hawaii,Lighthouse Solar Honolulu Hawaii,1040 Sand Island parkway Suite 100,"Honolulu, HI",96819,Solar,,http://www.lighthousesolar.com,,Honolulu, HI,,,(808) 783-0357,www.lighthousesolar.com 
lighthouse solar indian valley,Lighthouse Solar Indian Valley,Lighthouse Solar Indian Valley,5062 McLean Station Road,"Green Lane, PA",18054,Solar,,http://www.lighthousesolar.com,,Green Lane, PA,,,(215) 541-5464,www.lighthousesolar.com 
lighthouse solar laguna beach,Lighthouse Solar Laguna Beach,Lighthouse Solar Laguna Beach,23151 Alcalde Dr. Suite 2-B,"Laguna Hills, CA",92653,Solar,,http://www.lighthousesolar.com,,Laguna Hills, CA,,,(949) 584-4800,www.lighthousesolar.com 
lighthouse solar westchester,Lighthouse Solar Westchester,Lighthouse Solar Westchester,"344 Main Street, Suite 101","Mt. Kisco, NY",10549,Solar,,http://www.lighthousesolar.com,,Mt. Kisco, NY,,,(917) 328-6667,www.lighthousesolar.com 
lighthousesolar (new paltz),LighthouseSolar (New Paltz),LighthouseSolar (New Paltz),4 Cherry Hill Rd,"New Paltz, New York",12561,Solar,Solar Electric and Solar Thermal,http://www.lighthousesolar.com/locations/new-paltz-NY,Northeast - NY NJ CT PA Area,New Paltz, New York,,,,
